Precinct,district
WARD 13 PRECINCT 40,14
WARD 14 PRECINCT 02,14
WARD 14 PRECINCT 03,14
WARD 14 PRECINCT 04,14
WARD 14 PRECINCT 05,14
WARD 14 PRECINCT 06,14
WARD 14 PRECINCT 07,14
WARD 14 PRECINCT 08,14
WARD 14 PRECINCT 09,14
WARD 14 PRECINCT 10,14
WARD 14 PRECINCT 11,14
WARD 14 PRECINCT 12,14
WARD 14 PRECINCT 13,14
WARD 14 PRECINCT 14,14
WARD 14 PRECINCT 15,14
WARD 15 PRECINCT 01,8
WARD 15 PRECINCT 02,8
WARD 15 PRECINCT 03,8
WARD 15 PRECINCT 04,8
WARD 15 PRECINCT 05,8
WARD 15 PRECINCT 06,8
WARD 15 PRECINCT 07,8
WARD 15 PRECINCT 08,14
WARD 15 PRECINCT 09,14
WARD 15 PRECINCT 11,14
WARD 15 PRECINCT 12,14
WARD 15 PRECINCT 13,14
WARD 15 PRECINCT 14,14
WARD 15 PRECINCT 15,14
WARD 15 PRECINCT 16,14
WARD 15 PRECINCT 17,8
WARD 15 PRECINCT 18,8
WARD 15 PRECINCT 19,8
WARD 15 PRECINCT 20,8
WARD 16 PRECINCT 01,8
WARD 16 PRECINCT 02,8
WARD 16 PRECINCT 03,8
WARD 16 PRECINCT 04,8
WARD 16 PRECINCT 05,8
WARD 16 PRECINCT 06,14
WARD 16 PRECINCT 08,8
WARD 16 PRECINCT 09,8
WARD 16 PRECINCT 10,8
WARD 16 PRECINCT 11,8
WARD 16 PRECINCT 12,8
WARD 16 PRECINCT 13,8
WARD 16 PRECINCT 14,8
WARD 16 PRECINCT 15,8
WARD 16 PRECINCT 16,8
WARD 16 PRECINCT 17,14
WARD 16 PRECINCT 18,14
WARD 16 PRECINCT 19,14
WARD 16 PRECINCT 21,8
WARD 16 PRECINCT 22,14
WARD 16 PRECINCT 24,8
WARD 16 PRECINCT 25,8
WARD 17 PRECINCT 01,14
WARD 17 PRECINCT 03,14
WARD 17 PRECINCT 04,14
WARD 17 PRECINCT 05,8
WARD 17 PRECINCT 06,8
WARD 17 PRECINCT 07,8
WARD 17 PRECINCT 08,8
WARD 17 PRECINCT 09,8
WARD 17 PRECINCT 10,8
WARD 17 PRECINCT 11,8
WARD 17 PRECINCT 12,8
WARD 17 PRECINCT 13,8
WARD 17 PRECINCT 15,8
WARD 17 PRECINCT 16,8
WARD 17 PRECINCT 17,8
WARD 17 PRECINCT 18,14
WARD 17 PRECINCT 19,8
WARD 17 PRECINCT 20,14
WARD 17 PRECINCT 21,8
WARD 17 PRECINCT 22,8
WARD 17 PRECINCT 23,8
WARD 17 PRECINCT 24,8
WARD 17 PRECINCT 25,8
WARD 17 PRECINCT 26,8
WARD 17 PRECINCT 27,8
WARD 17 PRECINCT 28,8
WARD 17 PRECINCT 29,8
WARD 18 PRECINCT 01,14
WARD 18 PRECINCT 02,14
WARD 18 PRECINCT 03,14
WARD 18 PRECINCT 04,14
WARD 18 PRECINCT 05,14
WARD 18 PRECINCT 06,14
WARD 18 PRECINCT 07,14
WARD 18 PRECINCT 08,14
WARD 18 PRECINCT 09,14
WARD 18 PRECINCT 10,14
WARD 18 PRECINCT 11,14
WARD 18 PRECINCT 12,14
WARD 18 PRECINCT 13,14
WARD 18 PRECINCT 14,14
WARD 18 PRECINCT 15,14
WARD 18 PRECINCT 16,14
WARD 18 PRECINCT 17,14
WARD 18 PRECINCT 19,14
WARD 18 PRECINCT 20,14
WARD 18 PRECINCT 21,14
WARD 18 PRECINCT 22,14
WARD 18 PRECINCT 23,14
WARD 18 PRECINCT 24,14
WARD 18 PRECINCT 25,14
WARD 18 PRECINCT 26,14
WARD 19 PRECINCT 01,14
WARD 19 PRECINCT 02,14
WARD 19 PRECINCT 03,14
WARD 19 PRECINCT 04,14
WARD 19 PRECINCT 05,14
WARD 19 PRECINCT 06,14
WARD 19 PRECINCT 07,14
WARD 19 PRECINCT 08,14
WARD 19 PRECINCT 09,14
WARD 19 PRECINCT 12,14
WARD 19 PRECINCT 13,14
WARD 19 PRECINCT 14,14
WARD 19 PRECINCT 15,14
WARD 19 PRECINCT 16,14
WARD 19 PRECINCT 17,14
WARD 19 PRECINCT 18,14
WARD 19 PRECINCT 20,14
WARD 19 PRECINCT 21,14
WARD 19 PRECINCT 22,14
WARD 19 PRECINCT 23,14
WARD 19 PRECINCT 24,14
WARD 19 PRECINCT 27,14
WARD 19 PRECINCT 28,14
WARD 19 PRECINCT 29,14
WARD 19 PRECINCT 30,14
WARD 19 PRECINCT 32,14
WARD 19 PRECINCT 33,14
WARD 19 PRECINCT 34,14
WARD 19 PRECINCT 35,14
WARD 20 PRECINCT 02,8
WARD 20 PRECINCT 03,8
WARD 20 PRECINCT 04,8
WARD 20 PRECINCT 06,8
WARD 20 PRECINCT 07,8
WARD 20 PRECINCT 09,8
WARD 20 PRECINCT 10,8
WARD 20 PRECINCT 11,8
WARD 20 PRECINCT 12,8
WARD 20 PRECINCT 13,8
WARD 20 PRECINCT 15,8
WARD 20 PRECINCT 16,8
WARD 20 PRECINCT 17,8
WARD 20 PRECINCT 18,8
WARD 20 PRECINCT 19,8
WARD 20 PRECINCT 20,8
WARD 20 PRECINCT 21,8
WARD 20 PRECINCT 22,8
WARD 20 PRECINCT 23,8
WARD 21 PRECINCT 01,14
WARD 21 PRECINCT 02,14
WARD 21 PRECINCT 03,14
WARD 21 PRECINCT 04,14
WARD 21 PRECINCT 05,8
WARD 21 PRECINCT 06,8
WARD 21 PRECINCT 07,14
WARD 21 PRECINCT 08,8
WARD 21 PRECINCT 09,14
WARD 21 PRECINCT 10,8
WARD 21 PRECINCT 11,8
WARD 21 PRECINCT 12,8
WARD 21 PRECINCT 13,14
WARD 21 PRECINCT 14,8
WARD 21 PRECINCT 15,8
WARD 21 PRECINCT 16,14
WARD 21 PRECINCT 17,8
WARD 21 PRECINCT 18,8
WARD 21 PRECINCT 19,8
WARD 21 PRECINCT 20,8
WARD 21 PRECINCT 21,8
WARD 21 PRECINCT 22,8
WARD 21 PRECINCT 23,8
WARD 21 PRECINCT 24,8
WARD 21 PRECINCT 25,8
WARD 21 PRECINCT 26,8
WARD 21 PRECINCT 27,14
WARD 21 PRECINCT 28,8
WARD 21 PRECINCT 29,8
WARD 22 PRECINCT 01,6
WARD 22 PRECINCT 03,6
WARD 22 PRECINCT 04,6
WARD 22 PRECINCT 05,6
WARD 22 PRECINCT 06,6
WARD 22 PRECINCT 07,6
WARD 22 PRECINCT 08,6
WARD 22 PRECINCT 09,6
WARD 22 PRECINCT 10,6
WARD 22 PRECINCT 11,6
WARD 22 PRECINCT 12,6
WARD 22 PRECINCT 13,6
WARD 22 PRECINCT 14,6
WARD 22 PRECINCT 15,14
WARD 22 PRECINCT 16,14
WARD 22 PRECINCT 17,14
WARD 22 PRECINCT 18,14
WARD 22 PRECINCT 19,14
WARD 23 PRECINCT 01,14
WARD 23 PRECINCT 02,14
WARD 23 PRECINCT 03,14
WARD 23 PRECINCT 04,14
WARD 23 PRECINCT 05,14
WARD 23 PRECINCT 06,14
WARD 23 PRECINCT 07,14
WARD 23 PRECINCT 08,14
WARD 23 PRECINCT 09,14
WARD 23 PRECINCT 10,14
WARD 23 PRECINCT 11,14
WARD 23 PRECINCT 12,14
WARD 23 PRECINCT 13,14
WARD 23 PRECINCT 14,14
WARD 23 PRECINCT 15,14
WARD 23 PRECINCT 16,14
WARD 23 PRECINCT 17,14
WARD 23 PRECINCT 18,14
WARD 23 PRECINCT 19,14
WARD 23 PRECINCT 20,14
WARD 23 PRECINCT 21,14
WARD 23 PRECINCT 22,14
WARD 23 PRECINCT 23,14
WARD 23 PRECINCT 24,14
WARD 23 PRECINCT 25,14
WARD 23 PRECINCT 26,14
WARD 23 PRECINCT 27,14
WARD 23 PRECINCT 28,14
WARD 23 PRECINCT 29,14
WARD 23 PRECINCT 30,14
WARD 23 PRECINCT 31,14
WARD 23 PRECINCT 32,14
WARD 23 PRECINCT 33,14
WARD 24 PRECINCT 01,6
WARD 24 PRECINCT 02,6
WARD 24 PRECINCT 03,6
WARD 24 PRECINCT 04,6
WARD 24 PRECINCT 05,6
WARD 24 PRECINCT 06,6
WARD 24 PRECINCT 07,6
WARD 24 PRECINCT 08,6
WARD 24 PRECINCT 09,6
WARD 24 PRECINCT 10,6
WARD 24 PRECINCT 11,6
WARD 24 PRECINCT 12,6
WARD 24 PRECINCT 13,6
WARD 24 PRECINCT 14,6
WARD 24 PRECINCT 15,6
WARD 24 PRECINCT 16,6
WARD 24 PRECINCT 17,6
WARD 24 PRECINCT 19,6
WARD 25 PRECINCT 01,6
WARD 25 PRECINCT 02,6
WARD 25 PRECINCT 04,6
WARD 25 PRECINCT 05,6
WARD 25 PRECINCT 06,6
WARD 25 PRECINCT 07,8
WARD 25 PRECINCT 08,8
WARD 25 PRECINCT 09,8
WARD 25 PRECINCT 10,8
WARD 25 PRECINCT 11,8
WARD 25 PRECINCT 12,8
WARD 25 PRECINCT 14,8
WARD 25 PRECINCT 15,8
WARD 25 PRECINCT 16,8
WARD 25 PRECINCT 17,8
WARD 26 PRECINCT 01,6
WARD 26 PRECINCT 02,6
WARD 26 PRECINCT 03,6
WARD 26 PRECINCT 04,6
WARD 26 PRECINCT 05,6
WARD 26 PRECINCT 06,6
WARD 26 PRECINCT 07,6
WARD 26 PRECINCT 08,6
WARD 26 PRECINCT 09,6
WARD 26 PRECINCT 10,6
WARD 26 PRECINCT 11,6
WARD 26 PRECINCT 12,6
WARD 26 PRECINCT 13,6
WARD 26 PRECINCT 14,6
WARD 26 PRECINCT 15,6
WARD 26 PRECINCT 16,6
WARD 26 PRECINCT 17,6
WARD 26 PRECINCT 18,6
WARD 26 PRECINCT 19,6
WARD 26 PRECINCT 20,6
WARD 26 PRECINCT 21,6
WARD 26 PRECINCT 22,6
WARD 26 PRECINCT 23,6
WARD 26 PRECINCT 24,6
WARD 26 PRECINCT 25,6
WARD 26 PRECINCT 26,6
WARD 26 PRECINCT 28,6
WARD 26 PRECINCT 29,6
WARD 26 PRECINCT 30,6
WARD 26 PRECINCT 31,6
WARD 26 PRECINCT 32,6
WARD 27 PRECINCT 01,8
WARD 27 PRECINCT 02,8
WARD 27 PRECINCT 03,6
WARD 27 PRECINCT 04,8
WARD 27 PRECINCT 05,6
WARD 27 PRECINCT 06,8
WARD 27 PRECINCT 07,8
WARD 27 PRECINCT 08,6
WARD 27 PRECINCT 10,8
WARD 27 PRECINCT 11,8
WARD 27 PRECINCT 14,6
WARD 27 PRECINCT 15,8
WARD 27 PRECINCT 16,8
WARD 27 PRECINCT 17,6
WARD 27 PRECINCT 18,8
WARD 27 PRECINCT 19,6
WARD 27 PRECINCT 20,8
WARD 27 PRECINCT 22,6
WARD 27 PRECINCT 23,6
WARD 27 PRECINCT 24,6
WARD 27 PRECINCT 25,6
WARD 27 PRECINCT 26,6
WARD 27 PRECINCT 27,8
WARD 27 PRECINCT 28,8
WARD 27 PRECINCT 29,8
WARD 28 PRECINCT 01,6
WARD 28 PRECINCT 02,6
WARD 28 PRECINCT 03,6
WARD 28 PRECINCT 04,6
WARD 28 PRECINCT 05,6
WARD 28 PRECINCT 06,6
WARD 28 PRECINCT 07,6
WARD 28 PRECINCT 08,6
WARD 28 PRECINCT 09,6
WARD 28 PRECINCT 10,6
WARD 28 PRECINCT 11,6
WARD 28 PRECINCT 12,6
WARD 28 PRECINCT 13,8
WARD 28 PRECINCT 14,8
WARD 28 PRECINCT 15,8
WARD 28 PRECINCT 16,8
WARD 28 PRECINCT 17,6
WARD 28 PRECINCT 18,6
WARD 28 PRECINCT 19,6
WARD 28 PRECINCT 20,6
WARD 28 PRECINCT 21,6
WARD 28 PRECINCT 22,6
WARD 28 PRECINCT 23,6
WARD 28 PRECINCT 24,6
WARD 28 PRECINCT 25,6
WARD 28 PRECINCT 26,6
WARD 29 PRECINCT 01,6
WARD 29 PRECINCT 02,6
WARD 29 PRECINCT 03,6
WARD 29 PRECINCT 06,6
WARD 29 PRECINCT 07,6
WARD 29 PRECINCT 08,6
WARD 29 PRECINCT 09,6
WARD 29 PRECINCT 10,6
WARD 29 PRECINCT 11,6
WARD 29 PRECINCT 12,6
WARD 29 PRECINCT 13,6
WARD 29 PRECINCT 14,6
WARD 29 PRECINCT 15,6
WARD 29 PRECINCT 16,6
WARD 29 PRECINCT 17,6
WARD 29 PRECINCT 18,6
WARD 29 PRECINCT 19,6
WARD 29 PRECINCT 20,6
WARD 29 PRECINCT 21,6
WARD 29 PRECINCT 22,6
WARD 29 PRECINCT 23,6
WARD 29 PRECINCT 24,6
WARD 30 PRECINCT 01,6
WARD 30 PRECINCT 02,6
WARD 30 PRECINCT 04,6
WARD 30 PRECINCT 05,6
WARD 30 PRECINCT 06,6
WARD 30 PRECINCT 07,6
WARD 30 PRECINCT 08,6
WARD 30 PRECINCT 09,6
WARD 30 PRECINCT 10,6
WARD 30 PRECINCT 11,6
WARD 30 PRECINCT 12,6
WARD 30 PRECINCT 13,6
WARD 30 PRECINCT 14,6
WARD 30 PRECINCT 16,6
WARD 30 PRECINCT 17,6
WARD 30 PRECINCT 18,6
WARD 30 PRECINCT 19,6
WARD 30 PRECINCT 20,6
WARD 30 PRECINCT 21,6
WARD 30 PRECINCT 24,6
WARD 30 PRECINCT 25,6
WARD 30 PRECINCT 26,6
WARD 31 PRECINCT 01,6
WARD 31 PRECINCT 02,6
WARD 31 PRECINCT 03,6
WARD 31 PRECINCT 04,6
WARD 31 PRECINCT 05,6
WARD 31 PRECINCT 06,6
WARD 31 PRECINCT 07,6
WARD 31 PRECINCT 08,6
WARD 31 PRECINCT 09,6
WARD 31 PRECINCT 10,6
WARD 31 PRECINCT 11,6
WARD 31 PRECINCT 12,6
WARD 31 PRECINCT 13,6
WARD 31 PRECINCT 14,6
WARD 31 PRECINCT 15,6
WARD 31 PRECINCT 16,6
WARD 31 PRECINCT 17,6
WARD 31 PRECINCT 18,6
WARD 31 PRECINCT 19,6
WARD 31 PRECINCT 20,6
WARD 31 PRECINCT 21,6
WARD 31 PRECINCT 22,6
WARD 31 PRECINCT 23,6
WARD 32 PRECINCT 01,6
WARD 32 PRECINCT 02,6
WARD 32 PRECINCT 03,6
WARD 32 PRECINCT 04,6
WARD 32 PRECINCT 05,8
WARD 32 PRECINCT 06,8
WARD 32 PRECINCT 07,8
WARD 32 PRECINCT 08,6
WARD 32 PRECINCT 09,6
WARD 32 PRECINCT 10,6
WARD 32 PRECINCT 11,6
WARD 32 PRECINCT 12,6
WARD 32 PRECINCT 13,8
WARD 32 PRECINCT 14,8
WARD 32 PRECINCT 15,8
WARD 32 PRECINCT 16,8
WARD 32 PRECINCT 17,6
WARD 32 PRECINCT 18,6
WARD 32 PRECINCT 20,8
WARD 32 PRECINCT 21,6
WARD 32 PRECINCT 22,6
WARD 32 PRECINCT 23,8
WARD 32 PRECINCT 24,6
WARD 32 PRECINCT 25,8
WARD 32 PRECINCT 26,6
WARD 32 PRECINCT 27,6
WARD 32 PRECINCT 28,6
WARD 32 PRECINCT 29,6
WARD 32 PRECINCT 30,6
WARD 33 PRECINCT 01,6
WARD 33 PRECINCT 02,6
WARD 33 PRECINCT 03,6
WARD 33 PRECINCT 04,6
WARD 33 PRECINCT 05,6
WARD 33 PRECINCT 06,6
WARD 33 PRECINCT 07,6
WARD 33 PRECINCT 08,6
WARD 33 PRECINCT 09,6
WARD 33 PRECINCT 10,6
WARD 33 PRECINCT 11,6
WARD 33 PRECINCT 12,6
WARD 33 PRECINCT 13,6
WARD 33 PRECINCT 14,6
WARD 33 PRECINCT 15,6
WARD 33 PRECINCT 17,6
WARD 34 PRECINCT 01,8
WARD 34 PRECINCT 02,8
WARD 34 PRECINCT 03,8
WARD 34 PRECINCT 04,8
WARD 34 PRECINCT 05,8
WARD 34 PRECINCT 06,8
WARD 34 PRECINCT 07,8
WARD 34 PRECINCT 08,8
WARD 34 PRECINCT 09,8
WARD 34 PRECINCT 10,8
WARD 34 PRECINCT 11,8
WARD 34 PRECINCT 12,8
WARD 34 PRECINCT 13,8
WARD 34 PRECINCT 14,8
WARD 34 PRECINCT 15,8
WARD 34 PRECINCT 16,8
WARD 34 PRECINCT 17,8
WARD 34 PRECINCT 18,8
WARD 34 PRECINCT 19,8
WARD 34 PRECINCT 20,8
WARD 35 PRECINCT 01,6
WARD 35 PRECINCT 02,6
WARD 35 PRECINCT 03,6
WARD 35 PRECINCT 04,6
WARD 35 PRECINCT 05,6
WARD 35 PRECINCT 06,6
WARD 35 PRECINCT 07,6
WARD 35 PRECINCT 08,6
WARD 35 PRECINCT 09,6
WARD 35 PRECINCT 10,6
WARD 35 PRECINCT 11,6
WARD 35 PRECINCT 12,6
WARD 35 PRECINCT 13,6
WARD 35 PRECINCT 14,6
WARD 35 PRECINCT 15,6
WARD 35 PRECINCT 16,6
WARD 35 PRECINCT 17,6
WARD 35 PRECINCT 18,6
WARD 35 PRECINCT 19,6
WARD 35 PRECINCT 20,6
WARD 35 PRECINCT 21,6
WARD 36 PRECINCT 01,6
WARD 36 PRECINCT 02,6
WARD 36 PRECINCT 03,6
WARD 36 PRECINCT 04,6
WARD 36 PRECINCT 05,6
WARD 36 PRECINCT 06,6
WARD 36 PRECINCT 07,6
WARD 36 PRECINCT 08,6
WARD 36 PRECINCT 09,6
WARD 36 PRECINCT 10,6
WARD 36 PRECINCT 11,6
WARD 36 PRECINCT 12,6
WARD 36 PRECINCT 13,6
WARD 36 PRECINCT 14,6
WARD 36 PRECINCT 15,6
WARD 36 PRECINCT 16,6
WARD 36 PRECINCT 17,6
WARD 36 PRECINCT 18,6
WARD 36 PRECINCT 19,6
WARD 36 PRECINCT 20,6
WARD 36 PRECINCT 21,6
WARD 36 PRECINCT 22,6
WARD 36 PRECINCT 23,6
WARD 36 PRECINCT 24,6
WARD 36 PRECINCT 25,6
WARD 36 PRECINCT 26,6
WARD 36 PRECINCT 27,8
WARD 37 PRECINCT 01,6
WARD 37 PRECINCT 02,6
WARD 37 PRECINCT 03,6
WARD 37 PRECINCT 04,6
WARD 37 PRECINCT 05,6
WARD 37 PRECINCT 06,6
WARD 37 PRECINCT 07,6
WARD 37 PRECINCT 08,6
WARD 37 PRECINCT 09,6
WARD 37 PRECINCT 10,6
WARD 37 PRECINCT 11,6
WARD 37 PRECINCT 12,6
WARD 37 PRECINCT 13,6
WARD 37 PRECINCT 14,6
WARD 37 PRECINCT 15,6
WARD 37 PRECINCT 17,6
WARD 37 PRECINCT 18,6
WARD 37 PRECINCT 19,6
WARD 37 PRECINCT 20,6
WARD 37 PRECINCT 21,6
WARD 37 PRECINCT 22,6
WARD 38 PRECINCT 01,6
WARD 38 PRECINCT 02,6
WARD 38 PRECINCT 03,6
WARD 38 PRECINCT 04,6
WARD 38 PRECINCT 05,6
WARD 38 PRECINCT 07,6
WARD 38 PRECINCT 08,6
WARD 38 PRECINCT 09,6
WARD 38 PRECINCT 10,6
WARD 38 PRECINCT 12,6
WARD 38 PRECINCT 13,6
WARD 38 PRECINCT 14,6
WARD 38 PRECINCT 15,6
WARD 38 PRECINCT 16,6
WARD 38 PRECINCT 18,6
WARD 38 PRECINCT 19,6
WARD 38 PRECINCT 20,6
WARD 38 PRECINCT 21,6
WARD 38 PRECINCT 22,6
WARD 38 PRECINCT 23,6
WARD 38 PRECINCT 25,6
WARD 39 PRECINCT 01,6
WARD 39 PRECINCT 02,6
WARD 39 PRECINCT 03,6
WARD 39 PRECINCT 04,6
WARD 39 PRECINCT 05,6
WARD 39 PRECINCT 06,6
WARD 39 PRECINCT 07,6
WARD 39 PRECINCT 08,6
WARD 39 PRECINCT 09,6
WARD 39 PRECINCT 10,6
WARD 39 PRECINCT 11,6
WARD 39 PRECINCT 12,6
WARD 39 PRECINCT 13,6
WARD 39 PRECINCT 14,6
WARD 39 PRECINCT 15,6
WARD 39 PRECINCT 16,6
WARD 39 PRECINCT 17,6
WARD 39 PRECINCT 18,6
WARD 39 PRECINCT 19,6
WARD 39 PRECINCT 20,6
WARD 39 PRECINCT 21,6
WARD 39 PRECINCT 22,6
WARD 39 PRECINCT 23,6
WARD 39 PRECINCT 24,6
WARD 39 PRECINCT 25,6
WARD 39 PRECINCT 26,6
WARD 39 PRECINCT 27,6
WARD 39 PRECINCT 28,6
WARD 39 PRECINCT 29,6
WARD 39 PRECINCT 30,6
WARD 39 PRECINCT 31,6
WARD 39 PRECINCT 32,6
WARD 39 PRECINCT 33,6
WARD 39 PRECINCT 34,6
WARD 39 PRECINCT 35,6
WARD 40 PRECINCT 01,6
WARD 40 PRECINCT 02,6
WARD 40 PRECINCT 03,6
WARD 40 PRECINCT 05,6
WARD 40 PRECINCT 06,6
WARD 40 PRECINCT 07,6
WARD 40 PRECINCT 08,6
WARD 40 PRECINCT 09,6
WARD 40 PRECINCT 10,6
WARD 40 PRECINCT 11,6
WARD 40 PRECINCT 12,6
WARD 40 PRECINCT 13,6
WARD 40 PRECINCT 14,6
WARD 40 PRECINCT 15,6
WARD 40 PRECINCT 16,6
WARD 40 PRECINCT 17,6
WARD 40 PRECINCT 18,6
WARD 40 PRECINCT 20,6
WARD 40 PRECINCT 21,6
WARD 40 PRECINCT 22,6
WARD 41 PRECINCT 01,6
WARD 41 PRECINCT 02,6
WARD 41 PRECINCT 03,6
WARD 41 PRECINCT 04,6
WARD 41 PRECINCT 05,6
WARD 41 PRECINCT 06,6
WARD 41 PRECINCT 07,6
WARD 41 PRECINCT 08,6
WARD 41 PRECINCT 09,6
WARD 41 PRECINCT 10,6
WARD 41 PRECINCT 11,6
WARD 41 PRECINCT 12,6
WARD 41 PRECINCT 13,6
WARD 41 PRECINCT 14,6
WARD 41 PRECINCT 15,6
WARD 41 PRECINCT 16,6
WARD 41 PRECINCT 17,6
WARD 41 PRECINCT 18,6
WARD 41 PRECINCT 19,6
WARD 41 PRECINCT 20,6
WARD 41 PRECINCT 21,6
WARD 41 PRECINCT 22,6
WARD 41 PRECINCT 23,6
WARD 41 PRECINCT 24,6
WARD 41 PRECINCT 25,6
WARD 41 PRECINCT 26,6
WARD 41 PRECINCT 27,6
WARD 41 PRECINCT 29,6
WARD 41 PRECINCT 30,6
WARD 41 PRECINCT 31,6
WARD 42 PRECINCT 01,8
WARD 42 PRECINCT 02,8
WARD 42 PRECINCT 03,8
WARD 42 PRECINCT 04,8
WARD 42 PRECINCT 05,8
WARD 42 PRECINCT 06,8
WARD 42 PRECINCT 07,8
WARD 42 PRECINCT 08,8
WARD 42 PRECINCT 10,8
WARD 42 PRECINCT 11,8
WARD 42 PRECINCT 12,8
WARD 42 PRECINCT 13,8
WARD 42 PRECINCT 14,8
WARD 42 PRECINCT 15,8
WARD 42 PRECINCT 16,8
WARD 42 PRECINCT 17,8
WARD 42 PRECINCT 18,8
WARD 42 PRECINCT 19,8
WARD 42 PRECINCT 20,8
WARD 42 PRECINCT 21,8
WARD 42 PRECINCT 23,8
WARD 42 PRECINCT 24,8
WARD 43 PRECINCT 01,8
WARD 43 PRECINCT 02,8
WARD 43 PRECINCT 03,8
WARD 43 PRECINCT 04,8
WARD 43 PRECINCT 05,8
WARD 43 PRECINCT 06,8
WARD 43 PRECINCT 07,8
WARD 43 PRECINCT 08,8
WARD 43 PRECINCT 09,8
WARD 43 PRECINCT 10,8
WARD 43 PRECINCT 11,8
WARD 43 PRECINCT 12,8
WARD 43 PRECINCT 13,8
WARD 43 PRECINCT 14,8
WARD 43 PRECINCT 16,8
WARD 43 PRECINCT 17,8
WARD 43 PRECINCT 18,8
WARD 43 PRECINCT 19,8
WARD 43 PRECINCT 20,8
WARD 43 PRECINCT 21,8
WARD 43 PRECINCT 22,8
WARD 43 PRECINCT 23,8
WARD 44 PRECINCT 01,8
WARD 44 PRECINCT 02,8
WARD 44 PRECINCT 03,8
WARD 44 PRECINCT 04,8
WARD 44 PRECINCT 05,8
WARD 44 PRECINCT 06,8
WARD 44 PRECINCT 07,8
WARD 44 PRECINCT 08,8
WARD 44 PRECINCT 09,8
WARD 44 PRECINCT 10,8
WARD 44 PRECINCT 11,8
WARD 44 PRECINCT 12,8
WARD 44 PRECINCT 13,8
WARD 44 PRECINCT 14,8
WARD 44 PRECINCT 15,8
WARD 44 PRECINCT 16,8
WARD 44 PRECINCT 17,8
WARD 44 PRECINCT 18,8
WARD 44 PRECINCT 19,8
WARD 44 PRECINCT 20,8
WARD 44 PRECINCT 21,8
WARD 45 PRECINCT 01,6
WARD 45 PRECINCT 02,6
WARD 45 PRECINCT 03,6
WARD 45 PRECINCT 04,6
WARD 45 PRECINCT 05,6
WARD 45 PRECINCT 06,6
WARD 45 PRECINCT 07,6
WARD 45 PRECINCT 08,6
WARD 45 PRECINCT 09,6
WARD 45 PRECINCT 10,6
WARD 45 PRECINCT 11,6
WARD 45 PRECINCT 12,6
WARD 45 PRECINCT 13,6
WARD 45 PRECINCT 14,6
WARD 45 PRECINCT 15,6
WARD 45 PRECINCT 16,6
WARD 45 PRECINCT 17,6
WARD 45 PRECINCT 18,6
WARD 45 PRECINCT 19,6
WARD 45 PRECINCT 20,6
WARD 45 PRECINCT 21,6
WARD 45 PRECINCT 22,6
WARD 45 PRECINCT 23,6
WARD 45 PRECINCT 25,6
WARD 45 PRECINCT 26,6
WARD 45 PRECINCT 28,6
WARD 46 PRECINCT 01,8
WARD 46 PRECINCT 02,8
WARD 46 PRECINCT 03,8
WARD 46 PRECINCT 04,8
WARD 46 PRECINCT 05,8
WARD 46 PRECINCT 06,8
WARD 46 PRECINCT 09,8
WARD 46 PRECINCT 11,8
WARD 46 PRECINCT 12,8
WARD 46 PRECINCT 13,8
WARD 46 PRECINCT 14,8
WARD 46 PRECINCT 15,8
WARD 46 PRECINCT 16,8
WARD 46 PRECINCT 17,8
WARD 46 PRECINCT 18,8
WARD 46 PRECINCT 19,8
WARD 46 PRECINCT 20,8
WARD 46 PRECINCT 21,8
WARD 46 PRECINCT 22,8
WARD 46 PRECINCT 23,8
WARD 47 PRECINCT 01,6
WARD 47 PRECINCT 04,6
WARD 47 PRECINCT 05,6
WARD 47 PRECINCT 06,6
WARD 47 PRECINCT 07,6
WARD 47 PRECINCT 08,6
WARD 47 PRECINCT 09,6
WARD 47 PRECINCT 10,6
WARD 47 PRECINCT 11,6
WARD 47 PRECINCT 12,6
WARD 47 PRECINCT 13,6
WARD 47 PRECINCT 14,6
WARD 47 PRECINCT 15,6
WARD 47 PRECINCT 16,6
WARD 47 PRECINCT 17,6
WARD 47 PRECINCT 18,6
WARD 47 PRECINCT 19,6
WARD 47 PRECINCT 20,6
WARD 47 PRECINCT 21,6
WARD 47 PRECINCT 22,6
WARD 47 PRECINCT 23,6
WARD 47 PRECINCT 24,6
WARD 47 PRECINCT 25,6
WARD 47 PRECINCT 26,6
WARD 47 PRECINCT 27,6
WARD 48 PRECINCT 01,6
WARD 48 PRECINCT 02,8
WARD 48 PRECINCT 03,8
WARD 48 PRECINCT 04,8
WARD 48 PRECINCT 05,8
WARD 48 PRECINCT 06,8
WARD 48 PRECINCT 07,6
WARD 48 PRECINCT 08,8
WARD 48 PRECINCT 09,8
WARD 48 PRECINCT 10,6
WARD 48 PRECINCT 11,6
WARD 48 PRECINCT 12,8
WARD 48 PRECINCT 13,8
WARD 48 PRECINCT 14,8
WARD 48 PRECINCT 15,8
WARD 48 PRECINCT 16,8
WARD 48 PRECINCT 17,8
WARD 48 PRECINCT 18,8
WARD 48 PRECINCT 19,6
WARD 48 PRECINCT 20,8
WARD 48 PRECINCT 21,8
WARD 48 PRECINCT 22,8
WARD 48 PRECINCT 23,8
WARD 48 PRECINCT 24,8
WARD 48 PRECINCT 25,6
WARD 48 PRECINCT 26,8
WARD 48 PRECINCT 27,8
WARD 48 PRECINCT 28,6
WARD 48 PRECINCT 29,8
