Precinct,district
WARD 13 PRECINCT 40,12
WARD 14 PRECINCT 02,12
WARD 14 PRECINCT 03,12
WARD 14 PRECINCT 04,5
WARD 14 PRECINCT 05,12
WARD 14 PRECINCT 06,12
WARD 14 PRECINCT 07,12
WARD 14 PRECINCT 08,12
WARD 14 PRECINCT 09,5
WARD 14 PRECINCT 10,12
WARD 14 PRECINCT 11,12
WARD 14 PRECINCT 12,12
WARD 14 PRECINCT 13,12
WARD 14 PRECINCT 14,12
WARD 14 PRECINCT 15,5
WARD 15 PRECINCT 01,12
WARD 15 PRECINCT 02,12
WARD 15 PRECINCT 03,12
WARD 15 PRECINCT 04,12
WARD 15 PRECINCT 05,12
WARD 15 PRECINCT 06,12
WARD 15 PRECINCT 07,12
WARD 15 PRECINCT 08,12
WARD 15 PRECINCT 09,12
WARD 15 PRECINCT 11,12
WARD 15 PRECINCT 12,5
WARD 15 PRECINCT 13,5
WARD 15 PRECINCT 14,5
WARD 15 PRECINCT 15,5
WARD 15 PRECINCT 16,5
WARD 15 PRECINCT 17,5
WARD 15 PRECINCT 18,5
WARD 15 PRECINCT 19,5
WARD 15 PRECINCT 20,12
WARD 16 PRECINCT 01,5
WARD 16 PRECINCT 02,5
WARD 16 PRECINCT 03,5
WARD 16 PRECINCT 04,5
WARD 16 PRECINCT 05,5
WARD 16 PRECINCT 06,5
WARD 16 PRECINCT 08,12
WARD 16 PRECINCT 09,5
WARD 16 PRECINCT 10,5
WARD 16 PRECINCT 11,5
WARD 16 PRECINCT 12,5
WARD 16 PRECINCT 13,5
WARD 16 PRECINCT 14,5
WARD 16 PRECINCT 15,5
WARD 16 PRECINCT 16,5
WARD 16 PRECINCT 17,5
WARD 16 PRECINCT 18,5
WARD 16 PRECINCT 19,5
WARD 16 PRECINCT 21,5
WARD 16 PRECINCT 22,5
WARD 16 PRECINCT 24,5
WARD 16 PRECINCT 25,5
WARD 17 PRECINCT 01,5
WARD 17 PRECINCT 03,5
WARD 17 PRECINCT 04,5
WARD 17 PRECINCT 05,5
WARD 17 PRECINCT 06,5
WARD 17 PRECINCT 07,5
WARD 17 PRECINCT 08,5
WARD 17 PRECINCT 09,5
WARD 17 PRECINCT 10,5
WARD 17 PRECINCT 11,5
WARD 17 PRECINCT 12,5
WARD 17 PRECINCT 13,5
WARD 17 PRECINCT 15,5
WARD 17 PRECINCT 16,5
WARD 17 PRECINCT 17,5
WARD 17 PRECINCT 18,5
WARD 17 PRECINCT 19,5
WARD 17 PRECINCT 20,5
WARD 17 PRECINCT 21,5
WARD 17 PRECINCT 22,5
WARD 17 PRECINCT 23,5
WARD 17 PRECINCT 24,5
WARD 17 PRECINCT 25,5
WARD 17 PRECINCT 26,5
WARD 17 PRECINCT 27,5
WARD 17 PRECINCT 28,5
WARD 17 PRECINCT 29,5
WARD 18 PRECINCT 01,5
WARD 18 PRECINCT 02,5
WARD 18 PRECINCT 03,5
WARD 18 PRECINCT 04,5
WARD 18 PRECINCT 05,5
WARD 18 PRECINCT 06,5
WARD 18 PRECINCT 07,5
WARD 18 PRECINCT 08,5
WARD 18 PRECINCT 09,5
WARD 18 PRECINCT 10,5
WARD 18 PRECINCT 11,5
WARD 18 PRECINCT 12,5
WARD 18 PRECINCT 13,5
WARD 18 PRECINCT 14,5
WARD 18 PRECINCT 15,5
WARD 18 PRECINCT 16,5
WARD 18 PRECINCT 17,5
WARD 18 PRECINCT 19,5
WARD 18 PRECINCT 20,5
WARD 18 PRECINCT 21,5
WARD 18 PRECINCT 22,5
WARD 18 PRECINCT 23,5
WARD 18 PRECINCT 24,5
WARD 18 PRECINCT 25,5
WARD 18 PRECINCT 26,5
WARD 19 PRECINCT 01,5
WARD 19 PRECINCT 02,5
WARD 19 PRECINCT 03,5
WARD 19 PRECINCT 04,5
WARD 19 PRECINCT 05,5
WARD 19 PRECINCT 06,5
WARD 19 PRECINCT 07,5
WARD 19 PRECINCT 08,5
WARD 19 PRECINCT 09,5
WARD 19 PRECINCT 12,5
WARD 19 PRECINCT 13,5
WARD 19 PRECINCT 14,5
WARD 19 PRECINCT 15,5
WARD 19 PRECINCT 16,5
WARD 19 PRECINCT 17,5
WARD 19 PRECINCT 18,5
WARD 19 PRECINCT 20,5
WARD 19 PRECINCT 21,5
WARD 19 PRECINCT 22,5
WARD 19 PRECINCT 23,5
WARD 19 PRECINCT 24,5
WARD 19 PRECINCT 27,5
WARD 19 PRECINCT 28,5
WARD 19 PRECINCT 29,5
WARD 19 PRECINCT 30,5
WARD 19 PRECINCT 32,5
WARD 19 PRECINCT 33,5
WARD 19 PRECINCT 34,5
WARD 19 PRECINCT 35,5
WARD 20 PRECINCT 02,12
WARD 20 PRECINCT 03,12
WARD 20 PRECINCT 04,5
WARD 20 PRECINCT 06,5
WARD 20 PRECINCT 07,5
WARD 20 PRECINCT 09,5
WARD 20 PRECINCT 10,5
WARD 20 PRECINCT 11,5
WARD 20 PRECINCT 12,5
WARD 20 PRECINCT 13,5
WARD 20 PRECINCT 15,5
WARD 20 PRECINCT 16,5
WARD 20 PRECINCT 17,5
WARD 20 PRECINCT 18,5
WARD 20 PRECINCT 19,5
WARD 20 PRECINCT 20,5
WARD 20 PRECINCT 21,5
WARD 20 PRECINCT 22,5
WARD 20 PRECINCT 23,12
WARD 21 PRECINCT 01,5
WARD 21 PRECINCT 02,5
WARD 21 PRECINCT 03,5
WARD 21 PRECINCT 04,5
WARD 21 PRECINCT 05,5
WARD 21 PRECINCT 06,5
WARD 21 PRECINCT 07,5
WARD 21 PRECINCT 08,5
WARD 21 PRECINCT 09,5
WARD 21 PRECINCT 10,5
WARD 21 PRECINCT 11,5
WARD 21 PRECINCT 12,5
WARD 21 PRECINCT 13,5
WARD 21 PRECINCT 14,5
WARD 21 PRECINCT 15,5
WARD 21 PRECINCT 16,5
WARD 21 PRECINCT 17,5
WARD 21 PRECINCT 18,5
WARD 21 PRECINCT 19,5
WARD 21 PRECINCT 20,5
WARD 21 PRECINCT 21,5
WARD 21 PRECINCT 22,5
WARD 21 PRECINCT 23,5
WARD 21 PRECINCT 24,5
WARD 21 PRECINCT 25,5
WARD 21 PRECINCT 26,5
WARD 21 PRECINCT 27,5
WARD 21 PRECINCT 28,5
WARD 21 PRECINCT 29,5
WARD 22 PRECINCT 01,12
WARD 22 PRECINCT 03,12
WARD 22 PRECINCT 04,12
WARD 22 PRECINCT 05,12
WARD 22 PRECINCT 06,12
WARD 22 PRECINCT 07,12
WARD 22 PRECINCT 08,12
WARD 22 PRECINCT 09,12
WARD 22 PRECINCT 10,12
WARD 22 PRECINCT 11,12
WARD 22 PRECINCT 12,12
WARD 22 PRECINCT 13,12
WARD 22 PRECINCT 14,12
WARD 22 PRECINCT 15,12
WARD 22 PRECINCT 16,12
WARD 22 PRECINCT 17,12
WARD 22 PRECINCT 18,12
WARD 22 PRECINCT 19,12
WARD 23 PRECINCT 01,12
WARD 23 PRECINCT 02,12
WARD 23 PRECINCT 03,12
WARD 23 PRECINCT 04,12
WARD 23 PRECINCT 05,12
WARD 23 PRECINCT 06,12
WARD 23 PRECINCT 07,12
WARD 23 PRECINCT 08,12
WARD 23 PRECINCT 09,12
WARD 23 PRECINCT 10,12
WARD 23 PRECINCT 11,12
WARD 23 PRECINCT 12,12
WARD 23 PRECINCT 13,12
WARD 23 PRECINCT 14,12
WARD 23 PRECINCT 15,12
WARD 23 PRECINCT 16,12
WARD 23 PRECINCT 17,12
WARD 23 PRECINCT 18,12
WARD 23 PRECINCT 19,12
WARD 23 PRECINCT 20,12
WARD 23 PRECINCT 21,12
WARD 23 PRECINCT 22,12
WARD 23 PRECINCT 23,5
WARD 23 PRECINCT 24,5
WARD 23 PRECINCT 25,5
WARD 23 PRECINCT 26,5
WARD 23 PRECINCT 27,5
WARD 23 PRECINCT 28,5
WARD 23 PRECINCT 29,5
WARD 23 PRECINCT 30,5
WARD 23 PRECINCT 31,5
WARD 23 PRECINCT 32,5
WARD 23 PRECINCT 33,5
WARD 24 PRECINCT 01,12
WARD 24 PRECINCT 02,12
WARD 24 PRECINCT 03,12
WARD 24 PRECINCT 04,12
WARD 24 PRECINCT 05,12
WARD 24 PRECINCT 06,12
WARD 24 PRECINCT 07,12
WARD 24 PRECINCT 08,12
WARD 24 PRECINCT 09,12
WARD 24 PRECINCT 10,12
WARD 24 PRECINCT 11,12
WARD 24 PRECINCT 12,12
WARD 24 PRECINCT 13,12
WARD 24 PRECINCT 14,12
WARD 24 PRECINCT 15,12
WARD 24 PRECINCT 16,12
WARD 24 PRECINCT 17,12
WARD 24 PRECINCT 19,12
WARD 25 PRECINCT 01,12
WARD 25 PRECINCT 02,12
WARD 25 PRECINCT 04,12
WARD 25 PRECINCT 05,12
WARD 25 PRECINCT 06,12
WARD 25 PRECINCT 07,12
WARD 25 PRECINCT 08,12
WARD 25 PRECINCT 09,12
WARD 25 PRECINCT 10,12
WARD 25 PRECINCT 11,12
WARD 25 PRECINCT 12,12
WARD 25 PRECINCT 14,12
WARD 25 PRECINCT 15,12
WARD 25 PRECINCT 16,12
WARD 25 PRECINCT 17,12
WARD 26 PRECINCT 01,12
WARD 26 PRECINCT 02,12
WARD 26 PRECINCT 03,12
WARD 26 PRECINCT 04,12
WARD 26 PRECINCT 05,12
WARD 26 PRECINCT 06,12
WARD 26 PRECINCT 07,12
WARD 26 PRECINCT 08,12
WARD 26 PRECINCT 09,12
WARD 26 PRECINCT 10,12
WARD 26 PRECINCT 11,12
WARD 26 PRECINCT 12,12
WARD 26 PRECINCT 13,12
WARD 26 PRECINCT 14,12
WARD 26 PRECINCT 15,12
WARD 26 PRECINCT 16,12
WARD 26 PRECINCT 17,12
WARD 26 PRECINCT 18,12
WARD 26 PRECINCT 19,12
WARD 26 PRECINCT 20,12
WARD 26 PRECINCT 21,12
WARD 26 PRECINCT 22,12
WARD 26 PRECINCT 23,12
WARD 26 PRECINCT 24,12
WARD 26 PRECINCT 25,12
WARD 26 PRECINCT 26,12
WARD 26 PRECINCT 28,12
WARD 26 PRECINCT 29,12
WARD 26 PRECINCT 30,12
WARD 26 PRECINCT 31,12
WARD 26 PRECINCT 32,12
WARD 27 PRECINCT 01,12
WARD 27 PRECINCT 02,12
WARD 27 PRECINCT 03,12
WARD 27 PRECINCT 04,12
WARD 27 PRECINCT 05,12
WARD 27 PRECINCT 06,12
WARD 27 PRECINCT 07,12
WARD 27 PRECINCT 08,12
WARD 27 PRECINCT 10,12
WARD 27 PRECINCT 11,12
WARD 27 PRECINCT 14,12
WARD 27 PRECINCT 15,12
WARD 27 PRECINCT 16,12
WARD 27 PRECINCT 17,12
WARD 27 PRECINCT 18,12
WARD 27 PRECINCT 19,12
WARD 27 PRECINCT 20,12
WARD 27 PRECINCT 22,12
WARD 27 PRECINCT 23,12
WARD 27 PRECINCT 24,12
WARD 27 PRECINCT 25,12
WARD 27 PRECINCT 26,12
WARD 27 PRECINCT 27,12
WARD 27 PRECINCT 28,12
WARD 27 PRECINCT 29,12
WARD 28 PRECINCT 01,12
WARD 28 PRECINCT 02,12
WARD 28 PRECINCT 03,12
WARD 28 PRECINCT 04,12
WARD 28 PRECINCT 05,12
WARD 28 PRECINCT 06,12
WARD 28 PRECINCT 07,12
WARD 28 PRECINCT 08,12
WARD 28 PRECINCT 09,12
WARD 28 PRECINCT 10,12
WARD 28 PRECINCT 11,12
WARD 28 PRECINCT 12,12
WARD 28 PRECINCT 13,12
WARD 28 PRECINCT 14,12
WARD 28 PRECINCT 15,12
WARD 28 PRECINCT 16,12
WARD 28 PRECINCT 17,12
WARD 28 PRECINCT 18,12
WARD 28 PRECINCT 19,12
WARD 28 PRECINCT 20,12
WARD 28 PRECINCT 21,12
WARD 28 PRECINCT 22,12
WARD 28 PRECINCT 23,12
WARD 28 PRECINCT 24,12
WARD 28 PRECINCT 25,12
WARD 28 PRECINCT 26,12
WARD 29 PRECINCT 01,12
WARD 29 PRECINCT 02,12
WARD 29 PRECINCT 03,12
WARD 29 PRECINCT 06,12
WARD 29 PRECINCT 07,12
WARD 29 PRECINCT 08,12
WARD 29 PRECINCT 09,12
WARD 29 PRECINCT 10,12
WARD 29 PRECINCT 11,12
WARD 29 PRECINCT 12,12
WARD 29 PRECINCT 13,12
WARD 29 PRECINCT 14,12
WARD 29 PRECINCT 15,12
WARD 29 PRECINCT 16,12
WARD 29 PRECINCT 17,12
WARD 29 PRECINCT 18,12
WARD 29 PRECINCT 19,12
WARD 29 PRECINCT 20,12
WARD 29 PRECINCT 21,12
WARD 29 PRECINCT 22,12
WARD 29 PRECINCT 23,12
WARD 29 PRECINCT 24,12
WARD 30 PRECINCT 01,12
WARD 30 PRECINCT 02,12
WARD 30 PRECINCT 04,12
WARD 30 PRECINCT 05,12
WARD 30 PRECINCT 06,12
WARD 30 PRECINCT 07,12
WARD 30 PRECINCT 08,12
WARD 30 PRECINCT 09,12
WARD 30 PRECINCT 10,12
WARD 30 PRECINCT 11,12
WARD 30 PRECINCT 12,12
WARD 30 PRECINCT 13,12
WARD 30 PRECINCT 14,12
WARD 30 PRECINCT 16,12
WARD 30 PRECINCT 17,12
WARD 30 PRECINCT 18,12
WARD 30 PRECINCT 19,12
WARD 30 PRECINCT 20,12
WARD 30 PRECINCT 21,12
WARD 30 PRECINCT 24,12
WARD 30 PRECINCT 25,12
WARD 30 PRECINCT 26,12
WARD 31 PRECINCT 01,12
WARD 31 PRECINCT 02,12
WARD 31 PRECINCT 03,12
WARD 31 PRECINCT 04,12
WARD 31 PRECINCT 05,12
WARD 31 PRECINCT 06,12
WARD 31 PRECINCT 07,12
WARD 31 PRECINCT 08,12
WARD 31 PRECINCT 09,12
WARD 31 PRECINCT 10,12
WARD 31 PRECINCT 11,12
WARD 31 PRECINCT 12,12
WARD 31 PRECINCT 13,12
WARD 31 PRECINCT 14,12
WARD 31 PRECINCT 15,12
WARD 31 PRECINCT 16,12
WARD 31 PRECINCT 17,12
WARD 31 PRECINCT 18,12
WARD 31 PRECINCT 19,12
WARD 31 PRECINCT 20,12
WARD 31 PRECINCT 21,12
WARD 31 PRECINCT 22,12
WARD 31 PRECINCT 23,12
WARD 32 PRECINCT 01,12
WARD 32 PRECINCT 02,12
WARD 32 PRECINCT 03,12
WARD 32 PRECINCT 04,12
WARD 32 PRECINCT 05,12
WARD 32 PRECINCT 06,12
WARD 32 PRECINCT 07,12
WARD 32 PRECINCT 08,12
WARD 32 PRECINCT 09,12
WARD 32 PRECINCT 10,12
WARD 32 PRECINCT 11,12
WARD 32 PRECINCT 12,12
WARD 32 PRECINCT 13,12
WARD 32 PRECINCT 14,12
WARD 32 PRECINCT 15,12
WARD 32 PRECINCT 16,12
WARD 32 PRECINCT 17,12
WARD 32 PRECINCT 18,12
WARD 32 PRECINCT 20,12
WARD 32 PRECINCT 21,12
WARD 32 PRECINCT 22,12
WARD 32 PRECINCT 23,12
WARD 32 PRECINCT 24,12
WARD 32 PRECINCT 25,12
WARD 32 PRECINCT 26,12
WARD 32 PRECINCT 27,12
WARD 32 PRECINCT 28,12
WARD 32 PRECINCT 29,12
WARD 32 PRECINCT 30,12
WARD 33 PRECINCT 01,12
WARD 33 PRECINCT 02,12
WARD 33 PRECINCT 03,12
WARD 33 PRECINCT 04,12
WARD 33 PRECINCT 05,12
WARD 33 PRECINCT 06,12
WARD 33 PRECINCT 07,12
WARD 33 PRECINCT 08,12
WARD 33 PRECINCT 09,12
WARD 33 PRECINCT 10,12
WARD 33 PRECINCT 11,12
WARD 33 PRECINCT 12,12
WARD 33 PRECINCT 13,12
WARD 33 PRECINCT 14,12
WARD 33 PRECINCT 15,12
WARD 33 PRECINCT 17,12
WARD 34 PRECINCT 01,12
WARD 34 PRECINCT 02,12
WARD 34 PRECINCT 03,12
WARD 34 PRECINCT 04,12
WARD 34 PRECINCT 05,12
WARD 34 PRECINCT 06,12
WARD 34 PRECINCT 07,12
WARD 34 PRECINCT 08,12
WARD 34 PRECINCT 09,12
WARD 34 PRECINCT 10,12
WARD 34 PRECINCT 11,12
WARD 34 PRECINCT 12,12
WARD 34 PRECINCT 13,12
WARD 34 PRECINCT 14,12
WARD 34 PRECINCT 15,12
WARD 34 PRECINCT 16,12
WARD 34 PRECINCT 17,12
WARD 34 PRECINCT 18,12
WARD 34 PRECINCT 19,12
WARD 34 PRECINCT 20,12
WARD 35 PRECINCT 01,12
WARD 35 PRECINCT 02,12
WARD 35 PRECINCT 03,12
WARD 35 PRECINCT 04,12
WARD 35 PRECINCT 05,12
WARD 35 PRECINCT 06,12
WARD 35 PRECINCT 07,12
WARD 35 PRECINCT 08,12
WARD 35 PRECINCT 09,12
WARD 35 PRECINCT 10,12
WARD 35 PRECINCT 11,12
WARD 35 PRECINCT 12,12
WARD 35 PRECINCT 13,12
WARD 35 PRECINCT 14,12
WARD 35 PRECINCT 15,12
WARD 35 PRECINCT 16,12
WARD 35 PRECINCT 17,12
WARD 35 PRECINCT 18,12
WARD 35 PRECINCT 19,12
WARD 35 PRECINCT 20,12
WARD 35 PRECINCT 21,12
WARD 36 PRECINCT 01,12
WARD 36 PRECINCT 02,12
WARD 36 PRECINCT 03,12
WARD 36 PRECINCT 04,12
WARD 36 PRECINCT 05,12
WARD 36 PRECINCT 06,12
WARD 36 PRECINCT 07,12
WARD 36 PRECINCT 08,12
WARD 36 PRECINCT 09,12
WARD 36 PRECINCT 10,12
WARD 36 PRECINCT 11,12
WARD 36 PRECINCT 12,12
WARD 36 PRECINCT 13,12
WARD 36 PRECINCT 14,12
WARD 36 PRECINCT 15,12
WARD 36 PRECINCT 16,12
WARD 36 PRECINCT 17,12
WARD 36 PRECINCT 18,12
WARD 36 PRECINCT 19,12
WARD 36 PRECINCT 20,12
WARD 36 PRECINCT 21,12
WARD 36 PRECINCT 22,12
WARD 36 PRECINCT 23,12
WARD 36 PRECINCT 24,12
WARD 36 PRECINCT 25,12
WARD 36 PRECINCT 26,12
WARD 36 PRECINCT 27,12
WARD 37 PRECINCT 01,12
WARD 37 PRECINCT 02,12
WARD 37 PRECINCT 03,12
WARD 37 PRECINCT 04,12
WARD 37 PRECINCT 05,12
WARD 37 PRECINCT 06,12
WARD 37 PRECINCT 07,12
WARD 37 PRECINCT 08,12
WARD 37 PRECINCT 09,12
WARD 37 PRECINCT 10,12
WARD 37 PRECINCT 11,12
WARD 37 PRECINCT 12,12
WARD 37 PRECINCT 13,12
WARD 37 PRECINCT 14,12
WARD 37 PRECINCT 15,12
WARD 37 PRECINCT 17,12
WARD 37 PRECINCT 18,12
WARD 37 PRECINCT 19,12
WARD 37 PRECINCT 20,12
WARD 37 PRECINCT 21,12
WARD 37 PRECINCT 22,12
WARD 38 PRECINCT 01,12
WARD 38 PRECINCT 02,12
WARD 38 PRECINCT 03,12
WARD 38 PRECINCT 04,12
WARD 38 PRECINCT 05,12
WARD 38 PRECINCT 07,12
WARD 38 PRECINCT 08,12
WARD 38 PRECINCT 09,12
WARD 38 PRECINCT 10,12
WARD 38 PRECINCT 12,12
WARD 38 PRECINCT 13,12
WARD 38 PRECINCT 14,12
WARD 38 PRECINCT 15,12
WARD 38 PRECINCT 16,12
WARD 38 PRECINCT 18,12
WARD 38 PRECINCT 19,12
WARD 38 PRECINCT 20,12
WARD 38 PRECINCT 21,12
WARD 38 PRECINCT 22,12
WARD 38 PRECINCT 23,12
WARD 38 PRECINCT 25,12
WARD 39 PRECINCT 01,12
WARD 39 PRECINCT 02,12
WARD 39 PRECINCT 03,12
WARD 39 PRECINCT 04,12
WARD 39 PRECINCT 05,12
WARD 39 PRECINCT 06,12
WARD 39 PRECINCT 07,12
WARD 39 PRECINCT 08,12
WARD 39 PRECINCT 09,12
WARD 39 PRECINCT 10,12
WARD 39 PRECINCT 11,12
WARD 39 PRECINCT 12,12
WARD 39 PRECINCT 13,12
WARD 39 PRECINCT 14,12
WARD 39 PRECINCT 15,12
WARD 39 PRECINCT 16,12
WARD 39 PRECINCT 17,12
WARD 39 PRECINCT 18,12
WARD 39 PRECINCT 19,12
WARD 39 PRECINCT 20,12
WARD 39 PRECINCT 21,12
WARD 39 PRECINCT 22,12
WARD 39 PRECINCT 23,12
WARD 39 PRECINCT 24,12
WARD 39 PRECINCT 25,12
WARD 39 PRECINCT 26,12
WARD 39 PRECINCT 27,12
WARD 39 PRECINCT 28,12
WARD 39 PRECINCT 29,12
WARD 39 PRECINCT 30,12
WARD 39 PRECINCT 31,12
WARD 39 PRECINCT 32,12
WARD 39 PRECINCT 33,12
WARD 39 PRECINCT 34,12
WARD 39 PRECINCT 35,12
WARD 40 PRECINCT 01,12
WARD 40 PRECINCT 02,12
WARD 40 PRECINCT 03,12
WARD 40 PRECINCT 05,12
WARD 40 PRECINCT 06,12
WARD 40 PRECINCT 07,12
WARD 40 PRECINCT 08,12
WARD 40 PRECINCT 09,12
WARD 40 PRECINCT 10,12
WARD 40 PRECINCT 11,12
WARD 40 PRECINCT 12,12
WARD 40 PRECINCT 13,12
WARD 40 PRECINCT 14,12
WARD 40 PRECINCT 15,12
WARD 40 PRECINCT 16,12
WARD 40 PRECINCT 17,12
WARD 40 PRECINCT 18,12
WARD 40 PRECINCT 20,12
WARD 40 PRECINCT 21,12
WARD 40 PRECINCT 22,12
WARD 41 PRECINCT 01,15
WARD 41 PRECINCT 02,12
WARD 41 PRECINCT 03,12
WARD 41 PRECINCT 04,12
WARD 41 PRECINCT 05,12
WARD 41 PRECINCT 06,12
WARD 41 PRECINCT 07,12
WARD 41 PRECINCT 08,12
WARD 41 PRECINCT 09,12
WARD 41 PRECINCT 10,12
WARD 41 PRECINCT 11,12
WARD 41 PRECINCT 12,12
WARD 41 PRECINCT 13,12
WARD 41 PRECINCT 14,12
WARD 41 PRECINCT 15,12
WARD 41 PRECINCT 16,12
WARD 41 PRECINCT 17,12
WARD 41 PRECINCT 18,12
WARD 41 PRECINCT 19,12
WARD 41 PRECINCT 20,12
WARD 41 PRECINCT 21,12
WARD 41 PRECINCT 22,12
WARD 41 PRECINCT 23,12
WARD 41 PRECINCT 24,12
WARD 41 PRECINCT 25,12
WARD 41 PRECINCT 26,12
WARD 41 PRECINCT 27,12
WARD 41 PRECINCT 29,12
WARD 41 PRECINCT 30,12
WARD 41 PRECINCT 31,12
WARD 42 PRECINCT 01,12
WARD 42 PRECINCT 02,12
WARD 42 PRECINCT 03,12
WARD 42 PRECINCT 04,12
WARD 42 PRECINCT 05,12
WARD 42 PRECINCT 06,12
WARD 42 PRECINCT 07,12
WARD 42 PRECINCT 08,12
WARD 42 PRECINCT 10,12
WARD 42 PRECINCT 11,12
WARD 42 PRECINCT 12,12
WARD 42 PRECINCT 13,12
WARD 42 PRECINCT 14,12
WARD 42 PRECINCT 15,12
WARD 42 PRECINCT 16,12
WARD 42 PRECINCT 17,12
WARD 42 PRECINCT 18,12
WARD 42 PRECINCT 19,12
WARD 42 PRECINCT 20,12
WARD 42 PRECINCT 21,12
WARD 42 PRECINCT 23,12
WARD 42 PRECINCT 24,12
WARD 43 PRECINCT 01,12
WARD 43 PRECINCT 02,12
WARD 43 PRECINCT 03,12
WARD 43 PRECINCT 04,12
WARD 43 PRECINCT 05,12
WARD 43 PRECINCT 06,12
WARD 43 PRECINCT 07,12
WARD 43 PRECINCT 08,12
WARD 43 PRECINCT 09,12
WARD 43 PRECINCT 10,12
WARD 43 PRECINCT 11,12
WARD 43 PRECINCT 12,12
WARD 43 PRECINCT 13,12
WARD 43 PRECINCT 14,12
WARD 43 PRECINCT 16,12
WARD 43 PRECINCT 17,12
WARD 43 PRECINCT 18,12
WARD 43 PRECINCT 19,12
WARD 43 PRECINCT 20,12
WARD 43 PRECINCT 21,12
WARD 43 PRECINCT 22,12
WARD 43 PRECINCT 23,12
WARD 44 PRECINCT 01,12
WARD 44 PRECINCT 02,12
WARD 44 PRECINCT 03,12
WARD 44 PRECINCT 04,12
WARD 44 PRECINCT 05,12
WARD 44 PRECINCT 06,12
WARD 44 PRECINCT 07,12
WARD 44 PRECINCT 08,12
WARD 44 PRECINCT 09,12
WARD 44 PRECINCT 10,12
WARD 44 PRECINCT 11,12
WARD 44 PRECINCT 12,12
WARD 44 PRECINCT 13,12
WARD 44 PRECINCT 14,12
WARD 44 PRECINCT 15,12
WARD 44 PRECINCT 16,12
WARD 44 PRECINCT 17,12
WARD 44 PRECINCT 18,12
WARD 44 PRECINCT 19,12
WARD 44 PRECINCT 20,12
WARD 44 PRECINCT 21,12
WARD 45 PRECINCT 01,12
WARD 45 PRECINCT 02,12
WARD 45 PRECINCT 03,12
WARD 45 PRECINCT 04,12
WARD 45 PRECINCT 05,12
WARD 45 PRECINCT 06,12
WARD 45 PRECINCT 07,12
WARD 45 PRECINCT 08,12
WARD 45 PRECINCT 09,12
WARD 45 PRECINCT 10,12
WARD 45 PRECINCT 11,12
WARD 45 PRECINCT 12,12
WARD 45 PRECINCT 13,12
WARD 45 PRECINCT 14,12
WARD 45 PRECINCT 15,12
WARD 45 PRECINCT 16,12
WARD 45 PRECINCT 17,12
WARD 45 PRECINCT 18,12
WARD 45 PRECINCT 19,12
WARD 45 PRECINCT 20,12
WARD 45 PRECINCT 21,12
WARD 45 PRECINCT 22,12
WARD 45 PRECINCT 23,12
WARD 45 PRECINCT 25,12
WARD 45 PRECINCT 26,12
WARD 45 PRECINCT 28,12
WARD 46 PRECINCT 01,12
WARD 46 PRECINCT 02,12
WARD 46 PRECINCT 03,12
WARD 46 PRECINCT 04,12
WARD 46 PRECINCT 05,12
WARD 46 PRECINCT 06,12
WARD 46 PRECINCT 09,12
WARD 46 PRECINCT 11,12
WARD 46 PRECINCT 12,12
WARD 46 PRECINCT 13,12
WARD 46 PRECINCT 14,12
WARD 46 PRECINCT 15,12
WARD 46 PRECINCT 16,12
WARD 46 PRECINCT 17,12
WARD 46 PRECINCT 18,12
WARD 46 PRECINCT 19,12
WARD 46 PRECINCT 20,12
WARD 46 PRECINCT 21,12
WARD 46 PRECINCT 22,12
WARD 46 PRECINCT 23,12
WARD 47 PRECINCT 01,12
WARD 47 PRECINCT 04,12
WARD 47 PRECINCT 05,12
WARD 47 PRECINCT 06,12
WARD 47 PRECINCT 07,12
WARD 47 PRECINCT 08,12
WARD 47 PRECINCT 09,12
WARD 47 PRECINCT 10,12
WARD 47 PRECINCT 11,12
WARD 47 PRECINCT 12,12
WARD 47 PRECINCT 13,12
WARD 47 PRECINCT 14,12
WARD 47 PRECINCT 15,12
WARD 47 PRECINCT 16,12
WARD 47 PRECINCT 17,12
WARD 47 PRECINCT 18,12
WARD 47 PRECINCT 19,12
WARD 47 PRECINCT 20,12
WARD 47 PRECINCT 21,12
WARD 47 PRECINCT 22,12
WARD 47 PRECINCT 23,12
WARD 47 PRECINCT 24,12
WARD 47 PRECINCT 25,12
WARD 47 PRECINCT 26,12
WARD 47 PRECINCT 27,12
WARD 48 PRECINCT 01,12
WARD 48 PRECINCT 02,12
WARD 48 PRECINCT 03,12
WARD 48 PRECINCT 04,12
WARD 48 PRECINCT 05,12
WARD 48 PRECINCT 06,12
WARD 48 PRECINCT 07,12
WARD 48 PRECINCT 08,12
WARD 48 PRECINCT 09,12
WARD 48 PRECINCT 10,12
WARD 48 PRECINCT 11,12
WARD 48 PRECINCT 12,12
WARD 48 PRECINCT 13,12
WARD 48 PRECINCT 14,12
WARD 48 PRECINCT 15,12
WARD 48 PRECINCT 16,12
WARD 48 PRECINCT 17,12
WARD 48 PRECINCT 18,12
WARD 48 PRECINCT 19,12
WARD 48 PRECINCT 20,12
WARD 48 PRECINCT 21,12
WARD 48 PRECINCT 22,12
WARD 48 PRECINCT 23,12
WARD 48 PRECINCT 24,12
WARD 48 PRECINCT 25,12
WARD 48 PRECINCT 26,12
WARD 48 PRECINCT 27,12
WARD 48 PRECINCT 28,12
WARD 48 PRECINCT 29,12
